student	vak	activiteit	zaal	dag	tijdslot
Philips Kaoutar	Bioinformatica	Lab	A1.08	do	13-15
Philips Kaoutar	Kansrekenen 2	Lecture	C0.110		
Philips Kaoutar	Kansrekenen 2	Lecture	C0.110		
Piek Rmy	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Piek Rmy	Algoritmen en complexiteit	Tutorial	A1.06	ma	9-11
Piek Rmy	Algoritmen en complexiteit	Lab	A1.06	ma	11-13
Piek Rmy	Heuristieken 2	Lecture	A1.04	do	15-17
Piek Rmy	Heuristieken 2	Tutorial	A1.08	ma	15-17
Piek Rmy	Machine Learning	Lecture	A1.06		
Piek Rmy	Machine Learning	Lecture	A1.06		
Piek Rmy	Software engineering	Lecture	C0.110		
Piek Rmy	Software engineering	Tutorial	A1.04		
Piek Rmy	Software engineering	Lab	A1.04		
Plaizier Wijntje	Netwerken en systeembeveiliging	Lab	A1.08	vr	9-11
Plaizier Wijntje	Programmeren in Java 2	Lab	A1.08	di	11-13
Planken Giedo	Kansrekenen 2	Lecture	C0.110		
Planken Giedo	Kansrekenen 2	Lecture	C0.110		
Plasman Nathanal	Programmeren in Java 2	Lab	A1.08	di	11-13
Plasman Nathanal	Webprogrammeren en databases	Lecture	A1.04		
Plasman Nathanal	Webprogrammeren en databases	Lecture	A1.04		
Plasman Nathanal	Webprogrammeren en databases	Tutorial	A1.08	wo	13-15
Plasman Nathanal	Webprogrammeren en databases	Lab	A1.08	wo	15-17
Pleiter Matthijs	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Pleiter Matthijs	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Pleiter Matthijs	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Pleiter Matthijs	Collectieve Intelligentie	Tutorial	A1.08	vr	13-15
Pleiter Matthijs	Collectieve Intelligentie	Lab	A1.08	vr	11-13
Pleiter Matthijs	Kansrekenen 2	Lecture	C0.110		
Pleiter Matthijs	Kansrekenen 2	Lecture	C0.110		
Pleiter Matthijs	Machine Learning	Lecture	A1.06		
Pleiter Matthijs	Machine Learning	Lecture	A1.06		
Poepjes Zahir	Kansrekenen 2	Lecture	C0.110		
Poepjes Zahir	Kansrekenen 2	Lecture	C0.110		
Poepjes Zahir	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Poepjes Zahir	Software engineering	Lecture	C0.110		
Poepjes Zahir	Software engineering	Tutorial	A1.04		
Poepjes Zahir	Software engineering	Lab	A1.04		
Poldervaart Gustaaf	Calculus 2	Lecture	C0.110	vr	9-11
Poldervaart Gustaaf	Calculus 2	Tutorial	A1.04	wo	9-11
Poldervaart Gustaaf	Project Genetic Algorithms	Lab	A1.08		
Poldervaart Gustaaf	Zoeken sturen en bewegen	Lab	A1.08	ma	15-17
Polfliet Rafaela	Advanced Heuristics	Lecture	A1.08	ma	9-11
Polfliet Rafaela	Advanced Heuristics	Lab	A1.08	ma	13-15
Polfliet Rafaela	Calculus 2	Lecture	C0.110	vr	9-11
Polfliet Rafaela	Calculus 2	Tutorial	A1.04	wo	9-11
Polfliet Rafaela	Compilerbouw practicum	Lab	A1.08	vr	15-17
Polfliet Rafaela	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Popma Stephano	Architectuur en computerorganisatie	Lecture	A1.06	di	11-13
Popma Stephano	Architectuur en computerorganisatie	Lecture	A1.06	di	13-15
Popma Stephano	Compilerbouw	Lecture	C0.110	ma	11-13
Popma Stephano	Compilerbouw	Lecture	C0.110	vr	13-15
Popma Stephano	Compilerbouw	Tutorial	A1.04	ma	9-11
Popma Stephano	Compilerbouw	Lab	A1.04		
Popma Stephano	Databases 2	Lecture	C0.110		
Popma Stephano	Databases 2	Tutorial	A1.04		
Postuma Timo	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Postuma Timo	Algoritmen en complexiteit	Tutorial	A1.06	ma	9-11
Postuma Timo	Algoritmen en complexiteit	Lab	A1.06	ma	11-13
Postuma Timo	Heuristieken 1	Lecture	B0.201		
Postuma Timo	Heuristieken 1	Tutorial	A1.06	vr	13-15
Postuma Timo	Kansrekenen 2	Lecture	C0.110		
Postuma Timo	Kansrekenen 2	Lecture	C0.110		
Postuma Timo	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Postuma Timo	Programmeren in Java 2	Lab	A1.08	di	11-13
Potgieter Desire	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Potgieter Desire	Algoritmen en complexiteit	Tutorial	A1.06	ma	9-11
Potgieter Desire	Algoritmen en complexiteit	Lab	A1.06	ma	11-13
Potgieter Desire	Databases 2	Lecture	C0.110		
Potgieter Desire	Databases 2	Tutorial	A1.04		
Potgieter Desire	Programmeren in Java 2	Lab	A1.08	di	11-13
Pothuizen Aart	Compilerbouw	Lecture	C0.110	ma	11-13
Pothuizen Aart	Compilerbouw	Lecture	C0.110	vr	13-15
Pothuizen Aart	Compilerbouw	Tutorial	A1.04	vr	11-13
Pothuizen Aart	Compilerbouw	Lab	A1.04	vr	15-17
Pothuizen Aart	Project Genetic Algorithms	Lab	A1.08		
Pothuizen Aart	Reflectie op de digitale cultuur	Lecture	A1.10		
Pothuizen Aart	Reflectie op de digitale cultuur	Lecture	A1.10		
Pothuizen Aart	Reflectie op de digitale cultuur	Tutorial	A1.08	do	13-15
Pothuizen Aart	Software engineering	Lecture	C0.110		
Pothuizen Aart	Software engineering	Tutorial	A1.04		
Pothuizen Aart	Software engineering	Lab	A1.04		
Pothuizen Mink	Heuristieken 2	Lecture	A1.04	do	15-17
Pothuizen Mink	Heuristieken 2	Tutorial	A1.08	ma	15-17
Pothuizen Mink	Machine Learning	Lecture	A1.06		
Pothuizen Mink	Machine Learning	Lecture	A1.06		
Pothuizen Mink	Programmeren in Java 2	Lab	A1.08	di	11-13
Potman Genesis	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Prevoo Hendrik-Jan	Reflectie op de digitale cultuur	Lecture	A1.10		
Prevoo Hendrik-Jan	Reflectie op de digitale cultuur	Lecture	A1.10		
Prevoo Hendrik-Jan	Reflectie op de digitale cultuur	Tutorial	A1.08	do	13-15
Prinssen Annigje	Moderne Databases	Lecture	A1.10		
Prinssen Annigje	Moderne Databases	Tutorial	A1.08	ma	13-15
Prinssen Annigje	Moderne Databases	Lab	A1.08	do	15-17
Prinssen Annigje	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Pruijmboom Javier	Calculus 2	Lecture	C0.110	vr	9-11
Pruijmboom Javier	Calculus 2	Tutorial	A1.04	wo	9-11
Putters Andr	Autonomous Agents 2	Lecture	A1.06	di	15-17
Putters Andr	Autonomous Agents 2	Lecture	A1.06	wo	9-11
Putters Andr	Autonomous Agents 2	Tutorial	A1.08	ma	15-17
Putters Andr	Autonomous Agents 2	Lab	A1.08	wo	11-13
Putters Andr	Data Mining	Lecture	A1.04		
Putters Andr	Data Mining	Lecture	A1.04		
Putters Andr	Data Mining	Tutorial	A1.08	di	11-13
Putters Andr	Data Mining	Lab	A1.08	di	13-15
Putters Andr	Heuristieken 1	Lecture	B0.201		
Putters Andr	Heuristieken 1	Tutorial	A1.06	vr	13-15
Putters Andr	Reflectie op de digitale cultuur	Lecture	A1.10		
Putters Andr	Reflectie op de digitale cultuur	Lecture	A1.10		
Putters Andr	Reflectie op de digitale cultuur	Tutorial	A1.08	do	13-15
Putters Andr	Technology for games	Lecture	A1.04		
Putters Andr	Technology for games	Lecture	A1.04		
Putters Andr	Technology for games	Tutorial	A1.08		
Putters Luciana	Autonomous Agents 2	Lecture	A1.06	di	15-17
Putters Luciana	Autonomous Agents 2	Lecture	A1.06	wo	9-11
Putters Luciana	Autonomous Agents 2	Tutorial	A1.08	ma	15-17
Putters Luciana	Autonomous Agents 2	Lab	A1.08	wo	11-13
Quik Semiha	Project Numerical Recipes	Lab	A1.08	ma	13-15
Quik Semiha	Reflectie op de digitale cultuur	Lecture	A1.10		
Quik Semiha	Reflectie op de digitale cultuur	Lecture	A1.10		
Quik Semiha	Reflectie op de digitale cultuur	Tutorial	A1.08	do	13-15
Raaijmakers Haiko	Calculus 2	Lecture	C0.110	vr	9-11
Raaijmakers Haiko	Calculus 2	Tutorial	A1.04	wo	9-11
Raaijmakers Haiko	Machine Learning	Lecture	A1.06		
Raaijmakers Haiko	Machine Learning	Lecture	A1.06		
Raaijmakers Haiko	Reflectie op de digitale cultuur	Lecture	A1.10		
Raaijmakers Haiko	Reflectie op de digitale cultuur	Lecture	A1.10		
Raaijmakers Haiko	Reflectie op de digitale cultuur	Tutorial	A1.08	do	13-15
Ramcharan Erdal	Databases 2	Lecture	C0.110		
Ramcharan Erdal	Databases 2	Tutorial	A1.04		
Ramcharan Erdal	Project Genetic Algorithms	Lab	A1.08	wo	13-15
Reek Adisa	Programmeren in Java 2	Lab	A1.08	di	11-13
Reek Adisa	Webprogrammeren en databases	Lecture	A1.04		
Reek Adisa	Webprogrammeren en databases	Lecture	A1.04		
Reek Adisa	Webprogrammeren en databases	Tutorial	A1.08	wo	13-15
Reek Adisa	Webprogrammeren en databases	Lab	A1.08	wo	15-17
Regeling Jarik	Heuristieken 1	Lecture	B0.201		
Regeling Jarik	Heuristieken 1	Tutorial	A1.06	vr	13-15
Regeling Jarik	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Reintjes Romello	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Reintjes Romello	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Reintjes Romello	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Reintjes Romello	Collectieve Intelligentie	Tutorial	A1.08	vr	13-15
Reintjes Romello	Collectieve Intelligentie	Lab	A1.08	vr	11-13
Remijn Nadir	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Renes Taeke	Compilerbouw practicum	Lab	A1.08	vr	15-17
Renes Taeke	Programmeren in Java 2	Lab	A1.08	di	9-11
Reuvekamp Cheyenna	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Reuvekamp Cheyenna	Algoritmen en complexiteit	Tutorial	A1.06	ma	9-11
Reuvekamp Cheyenna	Algoritmen en complexiteit	Lab	A1.06	ma	11-13
Reuvekamp Cheyenna	Lineaire Algebra	Lecture	A1.10		
Reuvekamp Cheyenna	Lineaire Algebra	Lecture	A1.10		
Reuvekamp Cheyenna	Webprogrammeren en databases	Lecture	A1.04		
Reuvekamp Cheyenna	Webprogrammeren en databases	Lecture	A1.04		
Reuvekamp Cheyenna	Webprogrammeren en databases	Tutorial	A1.08	wo	13-15
Reuvekamp Cheyenna	Webprogrammeren en databases	Lab	A1.08	wo	15-17
Richardson Lonie	Calculus 2	Lecture	C0.110	vr	9-11
Richardson Lonie	Calculus 2	Tutorial	A1.04	wo	9-11
Richardson Lonie	Moderne Databases	Lecture	A1.10		
Richardson Lonie	Moderne Databases	Tutorial	A1.08	ma	13-15
Richardson Lonie	Moderne Databases	Lab	A1.08	do	15-17
Ridderhof Abdeslam	Calculus 2	Lecture	C0.110	vr	9-11
Ridderhof Abdeslam	Calculus 2	Tutorial	A1.04	wo	9-11
Ridderhof Abdeslam	Programmeren in Java 2	Lab	A1.08	di	9-11
Rienks Kimm	Calculus 2	Lecture	C0.110	vr	9-11
Rienks Kimm	Calculus 2	Tutorial	A1.04	wo	9-11
Rienks Kimm	Programmeren in Java 2	Lab	A1.08	di	9-11
Rienks Kimm	Software engineering	Lecture	C0.110		
Rienks Kimm	Software engineering	Tutorial	A1.04		
Rienks Kimm	Software engineering	Lab	A1.04		
Rijkens Lorraine	Databases 2	Lecture	C0.110		
Rijkens Lorraine	Databases 2	Tutorial	A1.04		
Rinkel Karam	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Rinkel Karam	Algoritmen en complexiteit	Tutorial	A1.06	ma	9-11
Rinkel Karam	Algoritmen en complexiteit	Lab	A1.06	ma	11-13
Rinkel Karam	Kansrekenen 2	Lecture	C0.110		
Rinkel Karam	Kansrekenen 2	Lecture	C0.110		
Rinkel Karam	Software engineering	Lecture	C0.110		
Rinkel Karam	Software engineering	Tutorial	A1.04		
Rinkel Karam	Software engineering	Lab	A1.04		
Rodenburg Fatime	Bioinformatica	Lecture	B0.201	di	9-11
Rodenburg Fatime	Bioinformatica	Lecture	B0.201	wo	13-15
Rodenburg Fatime	Bioinformatica	Lecture	B0.201	wo	15-17
Rodenburg Fatime	Bioinformatica	Tutorial	A1.08	di	15-17
Rodenburg Fatime	Bioinformatica	Lab	A1.08	do	13-15
Rodenburg Fatime	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Rodenburg Fatime	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Rodenburg Fatime	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Rodenburg Fatime	Collectieve Intelligentie	Tutorial	A1.08	vr	13-15
Rodenburg Fatime	Collectieve Intelligentie	Lab	A1.08	vr	11-13
Rodenburg Fatime	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Rodenburg Fatime	Project Numerical Recipes	Lab	A1.08	ma	13-15
Roest Yarah	Moderne Databases	Lecture	A1.10		
Roest Yarah	Moderne Databases	Tutorial	A1.08	ma	13-15
Roest Yarah	Moderne Databases	Lab	A1.08	do	15-17
Roeterdink Tori	Calculus 2	Lecture	C0.110	vr	9-11
Roeterdink Tori	Calculus 2	Tutorial	A1.04	wo	9-11
Rokx Shan	Advanced Heuristics	Lecture	A1.08	ma	9-11
Rokx Shan	Advanced Heuristics	Lab	A1.08	ma	13-15
Rokx Shan	Databases 2	Lecture	C0.110		
Rokx Shan	Databases 2	Tutorial	A1.04		
Rokx Shan	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Rokx Shan	Reflectie op de digitale cultuur	Lecture	A1.10		
Rokx Shan	Reflectie op de digitale cultuur	Lecture	A1.10		
Rokx Shan	Reflectie op de digitale cultuur	Tutorial	A1.08	do	13-15
Rokx Shan	Zoeken sturen en bewegen	Lab	A1.08	ma	15-17
Rombout Krijntje	Calculus 2	Lecture	C0.110	vr	9-11
Rombout Krijntje	Calculus 2	Tutorial	A1.04	wo	9-11
Rombout Krijntje	Software engineering	Lecture	C0.110		
Rombout Krijntje	Software engineering	Tutorial	A1.04		
Rombout Krijntje	Software engineering	Lab	A1.04		
Roodbeen Karolina	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Roodbeen Karolina	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Roodbeen Karolina	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Roodbeen Karolina	Collectieve Intelligentie	Tutorial	A1.08	vr	13-15
Roodbeen Karolina	Collectieve Intelligentie	Lab	A1.08	vr	11-13
Roodbeen Karolina	Databases 2	Lecture	C0.110		
Roodbeen Karolina	Databases 2	Tutorial	A1.04	do	13-15
Roodbeen Karolina	Webprogrammeren en databases	Lecture	A1.04		
Roodbeen Karolina	Webprogrammeren en databases	Lecture	A1.04		
Roodbeen Karolina	Webprogrammeren en databases	Tutorial	A1.08		
Roodbeen Karolina	Webprogrammeren en databases	Lab	A1.08		
Roodbeen Karolina	Zoeken sturen en bewegen	Lab	A1.08	ma	15-17
Rooijmans Ziya	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Rooijmans Ziya	Algoritmen en complexiteit	Tutorial	A1.06	ma	9-11
Rooijmans Ziya	Algoritmen en complexiteit	Lab	A1.06	ma	11-13
Rooijmans Ziya	Databases 2	Lecture	C0.110		
Rooijmans Ziya	Databases 2	Tutorial	A1.04	do	13-15
Rooijmans Ziya	Webprogrammeren en databases	Lecture	A1.04		
Rooijmans Ziya	Webprogrammeren en databases	Lecture	A1.04		
Rooijmans Ziya	Webprogrammeren en databases	Tutorial	A1.08		
Rooijmans Ziya	Webprogrammeren en databases	Lab	A1.08		
Roozendaal Jennie	Kansrekenen 2	Lecture	C0.110		
Roozendaal Jennie	Kansrekenen 2	Lecture	C0.110		
Rosenbrand Jake	Calculus 2	Lecture	C0.110	vr	9-11
Rosenbrand Jake	Calculus 2	Tutorial	A1.04	wo	9-11
Rotgans Roma	Bioinformatica	Lecture	B0.201	di	9-11
Rotgans Roma	Bioinformatica	Lecture	B0.201	wo	13-15
Rotgans Roma	Bioinformatica	Lecture	B0.201	wo	15-17
Rotgans Roma	Bioinformatica	Tutorial	A1.08	di	15-17
Rotgans Roma	Bioinformatica	Lab	A1.08	do	13-15
Rotgans Roma	Software engineering	Lecture	C0.110		
Rotgans Roma	Software engineering	Tutorial	A1.04		
Rotgans Roma	Software engineering	Lab	A1.04		
Rothuizen Tevfik	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
Rothuizen Tevfik	Algoritmen en complexiteit	Tutorial	A1.06	ma	9-11
Rothuizen Tevfik	Algoritmen en complexiteit	Lab	A1.06	ma	11-13
Rothuizen Tevfik	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Rothuizen Tevfik	Software engineering	Lecture	C0.110		
Rothuizen Tevfik	Software engineering	Tutorial	A1.04		
Rothuizen Tevfik	Software engineering	Lab	A1.04		
Rottier Sivar	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Rottier Sivar	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Rottier Sivar	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Rottier Sivar	Collectieve Intelligentie	Tutorial	A1.08	vr	13-15
Rottier Sivar	Collectieve Intelligentie	Lab	A1.08	vr	11-13
Rottier Sivar	Databases 2	Lecture	C0.110		
Rottier Sivar	Databases 2	Tutorial	A1.04	do	13-15
Rottier Sivar	Moderne Databases	Lecture	A1.10		
Rottier Sivar	Moderne Databases	Tutorial	A1.08	ma	13-15
Rottier Sivar	Moderne Databases	Lab	A1.08	do	15-17
Rovers Eleanora	Advanced Heuristics	Lecture	A1.08	ma	9-11
Rovers Eleanora	Advanced Heuristics	Lab	A1.08	ma	13-15
Rovers Eleanora	Compilerbouw	Lecture	C0.110	ma	11-13
Rovers Eleanora	Compilerbouw	Lecture	C0.110	vr	13-15
Rovers Eleanora	Compilerbouw	Tutorial	A1.04	vr	11-13
Rovers Eleanora	Compilerbouw	Lab	A1.04	vr	15-17
Rust Jannette	Project Numerical Recipes	Lab	A1.08	ma	13-15
Rutte Tea	Heuristieken 1	Lecture	B0.201		
Rutte Tea	Heuristieken 1	Tutorial	A1.06	vr	13-15
Sarikaya Angelica	Autonomous Agents 2	Lecture	A1.06	di	15-17
Sarikaya Angelica	Autonomous Agents 2	Lecture	A1.06	wo	9-11
Sarikaya Angelica	Autonomous Agents 2	Tutorial	A1.08	ma	15-17
Sarikaya Angelica	Autonomous Agents 2	Lab	A1.08	wo	11-13
Sarikaya Angelica	Databases 2	Lecture	C0.110		
Sarikaya Angelica	Databases 2	Tutorial	A1.04	do	13-15
Sarikaya Angelica	Software engineering	Lecture	C0.110		
Sarikaya Angelica	Software engineering	Tutorial	A1.04		
Sarikaya Angelica	Software engineering	Lab	A1.04		
Scheffers Imran	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Scheffers Imran	Calculus 2	Lecture	C0.110	vr	9-11
Scheffers Imran	Calculus 2	Tutorial	A1.04	wo	9-11
Scheffers Imran	Heuristieken 1	Lecture	B0.201		
Scheffers Imran	Heuristieken 1	Tutorial	A1.06	vr	13-15
Scheffers Imran	Software engineering	Lecture	C0.110		
Scheffers Imran	Software engineering	Tutorial	A1.04		
Scheffers Imran	Software engineering	Lab	A1.04		
Schellevis Albertine	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Schellevis Albertine	Calculus 2	Lecture	C0.110	vr	9-11
Schellevis Albertine	Calculus 2	Tutorial	A1.04	wo	9-11
Scheltema Minoesch	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Scheltema Minoesch	Calculus 2	Lecture	C0.110	vr	9-11
Scheltema Minoesch	Calculus 2	Tutorial	A1.04	wo	9-11
Scheltema Minoesch	Software engineering	Lecture	C0.110		
Scheltema Minoesch	Software engineering	Tutorial	A1.04		
Scheltema Minoesch	Software engineering	Lab	A1.04		
Scherpenzeel Jackson	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Scherpenzeel Jackson	Kansrekenen 2	Lecture	C0.110		
Scherpenzeel Jackson	Kansrekenen 2	Lecture	C0.110		
Scherpenzeel Jackson	Lineaire Algebra	Lecture	A1.10		
Scherpenzeel Jackson	Lineaire Algebra	Lecture	A1.10		
Scherpenzeel Jackson	Programmeren in Java 2	Lab	A1.08	di	9-11
Schijvenaars Xiao	Machine Learning	Lecture	A1.06		
Schijvenaars Xiao	Machine Learning	Lecture	A1.06		
Schoneveld Elbertha	Calculus 2	Lecture	C0.110	vr	9-11
Schoneveld Elbertha	Calculus 2	Tutorial	A1.04	wo	9-11
Schoneveld Elbertha	Databases 2	Lecture	C0.110		
Schoneveld Elbertha	Databases 2	Tutorial	A1.04	do	13-15
Schoonderwoerd Jaiden	Heuristieken 2	Lecture	A1.04	do	15-17
Schoonderwoerd Jaiden	Heuristieken 2	Tutorial	A1.08	ma	15-17
Schoutens Nassira	Programmeren in Java 2	Lab	A1.08	di	9-11
Schrader Arif	Calculus 2	Lecture	C0.110	vr	9-11
Schrader Arif	Calculus 2	Tutorial	A1.04	wo	9-11
Schrader Arif	Project Genetic Algorithms	Lab	A1.08	wo	13-15
Schrama Emrah	Autonomous Agents 2	Lecture	A1.06	di	15-17
Schrama Emrah	Autonomous Agents 2	Lecture	A1.06	wo	9-11
Schrama Emrah	Autonomous Agents 2	Tutorial	A1.08	ma	15-17
Schrama Emrah	Autonomous Agents 2	Lab	A1.08	wo	11-13
Schrama Emrah	Heuristieken 1	Lecture	B0.201		
Schrama Emrah	Heuristieken 1	Tutorial	A1.06	vr	13-15
Schrama Emrah	Informatie- en organisatieontwerp	Lecture	A1.06	vr	15-17
Schrama Emrah	Informatie- en organisatieontwerp	Lecture	A1.06		
Schrama Emrah	Informatie- en organisatieontwerp	Tutorial	A1.08	do	13-15
Schrama Emrah	Informatie- en organisatieontwerp	Lab	A1.08		
Schrama Emrah	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Schrama Emrah	Technology for games	Lecture	A1.04		
Schrama Emrah	Technology for games	Lecture	A1.04		
Schrama Emrah	Technology for games	Tutorial	A1.08		
Schrauwen Silvy	Moderne Databases	Lecture	A1.10		
Schrauwen Silvy	Moderne Databases	Tutorial	A1.08	ma	13-15
Schrauwen Silvy	Moderne Databases	Lab	A1.08	do	15-17
Schrauwen Silvy	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Schrauwen Silvy	Programmeren in Java 2	Lab	A1.08	di	9-11
Schrauwen Silvy	Reflectie op de digitale cultuur	Lecture	A1.10		
Schrauwen Silvy	Reflectie op de digitale cultuur	Lecture	A1.10		
Schrauwen Silvy	Reflectie op de digitale cultuur	Tutorial	A1.08	do	13-15
Schuiling Thom	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Selten Levien	Calculus 2	Lecture	C0.110	vr	9-11
Selten Levien	Calculus 2	Tutorial	A1.04	wo	9-11
Selten Levien	Kansrekenen 2	Lecture	C0.110		
Selten Levien	Kansrekenen 2	Lecture	C0.110		
Selten Levien	Programmeren in Java 2	Lab	A1.08	di	9-11
Selten Marianka	Calculus 2	Lecture	C0.110	vr	9-11
Selten Marianka	Calculus 2	Tutorial	A1.04	wo	9-11
Sieben Michl	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
Sieben Michl	Heuristieken 1	Lecture	B0.201		
Sieben Michl	Heuristieken 1	Tutorial	A1.06	ma	9-11
Siemonsma Enes	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Siemonsma Enes	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Siemonsma Enes	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Siemonsma Enes	Collectieve Intelligentie	Tutorial	A1.08	vr	13-15
Siemonsma Enes	Collectieve Intelligentie	Lab	A1.08	vr	11-13
Siemonsma Enes	Lineaire Algebra	Lecture	A1.10		
Siemonsma Enes	Lineaire Algebra	Lecture	A1.10		
Sier Patricia	Bioinformatica	Lecture	B0.201	di	9-11
Sier Patricia	Bioinformatica	Lecture	B0.201	wo	13-15
Sier Patricia	Bioinformatica	Lecture	B0.201	wo	15-17
Sier Patricia	Bioinformatica	Tutorial	A1.08	di	15-17
Sier Patricia	Bioinformatica	Lab	A1.08	do	13-15
Sier Patricia	Compilerbouw	Lecture	C0.110	ma	11-13
Sier Patricia	Compilerbouw	Lecture	C0.110	vr	13-15
Sier Patricia	Compilerbouw	Tutorial	A1.04	vr	11-13
Sier Patricia	Compilerbouw	Lab	A1.04	vr	15-17
Sier Patricia	Project Numerical Recipes	Lab	A1.08	ma	13-15
Sier Patricia	Software engineering	Lecture	C0.110		
Sier Patricia	Software engineering	Tutorial	A1.04		
Sier Patricia	Software engineering	Lab	A1.04		
Siero Christiana	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Siero Christiana	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Siero Christiana	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Siero Christiana	Collectieve Intelligentie	Tutorial	A1.08	vr	13-15
Siero Christiana	Collectieve Intelligentie	Lab	A1.08	vr	11-13
Siero Christiana	Programmeren in Java 2	Lab	A1.08	di	9-11
Sijmons Servet	Advanced Heuristics	Lecture	A1.08	ma	9-11
Sijmons Servet	Advanced Heuristics	Lab	A1.08	ma	13-15
Sijmons Servet	Project Genetic Algorithms	Lab	A1.08	wo	13-15
Sikking Saif	Software engineering	Lecture	C0.110		
Sikking Saif	Software engineering	Tutorial	A1.04		
Sikking Saif	Software engineering	Lab	A1.04		
Sips Jimi	Calculus 2	Lecture	C0.110	vr	9-11
Sips Jimi	Calculus 2	Tutorial	A1.04	wo	9-11
Sips Jimi	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
Sips Jimi	Collectieve Intelligentie	Lecture	C0.110	do	9-11
Sips Jimi	Collectieve Intelligentie	Lecture	C0.110	do	11-13
Sips Jimi	Collectieve Intelligentie	Tutorial	A1.08	vr	13-15
Sips Jimi	Collectieve Intelligentie	Lab	A1.08	vr	11-13
Sips Jimi	Webprogrammeren en databases	Lecture	A1.04		
Sips Jimi	Webprogrammeren en databases	Lecture	A1.04		
Sips Jimi	Webprogrammeren en databases	Tutorial	A1.08		
Sips Jimi	Webprogrammeren en databases	Lab	A1.08		
Slangen No	Heuristieken 1	Lecture	B0.201		
Slangen No	Heuristieken 1	Tutorial	A1.06	ma	9-11
Slangen No	Informatie- en organisatieontwerp	Lecture	A1.06	vr	15-17
Slangen No	Informatie- en organisatieontwerp	Lecture	A1.06		
Slangen No	Informatie- en organisatieontwerp	Tutorial	A1.08	do	13-15
Slangen No	Informatie- en organisatieontwerp	Lab	A1.08		
Slangen No	Programmeren in Java 2	Lab	A1.08	di	9-11
Slob Xanne	Lineaire Algebra	Lecture	A1.10		
Slob Xanne	Lineaire Algebra	Lecture	A1.10		
Smallegange Rachell	Software engineering	Lecture	C0.110		
Smallegange Rachell	Software engineering	Tutorial	A1.04		
Smallegange Rachell	Software engineering	Lab	A1.04		
Snelder Shaya	Autonomous Agents 2	Lecture	A1.06	di	15-17
Snelder Shaya	Autonomous Agents 2	Lecture	A1.06	wo	9-11
Snelder Shaya	Autonomous Agents 2	Tutorial	A1.08	di	9-11
Snelder Shaya	Autonomous Agents 2	Lab	A1.08	wo	13-15
Snelder Shaya	Heuristieken 1	Lecture	B0.201		
Snelder Shaya	Heuristieken 1	Tutorial	A1.06	ma	9-11
Snippe Dolf	Zoeken sturen en bewegen	Lab	A1.08	ma	15-17
Soekhai Marck	Netwerken en systeembeveiliging	Lab	A1.08	di	13-15
Soekhai Marck	Reflectie op de digitale cultuur	Lecture	A1.10		
