student;vak;activiteit;zaal;dag;tijdslot
Vaatstra Nygel;Technology for games Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Vaatstra Nygel;Compilerbouw Practica 2;Practica;C0.110;wo;11-13
Vaatstra Nygel;Moderne Databases Werkcollege 1;Werkcollege;A1.10;ma;15-17
Vaatstra Nygel;Moderne Databases Practica 1;Practica;C0.110;ma;13-15
Vaatstra Nygel;Technology for games Werkcollege 2;Werkcollege;A1.10;ma;11-13
Vaatstra Nygel;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
Vaatstra Nygel;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
Vaatstra Nygel;Technology for games Hoorcollege 1;Hoorcollege;C1.112;vr;9-11
Vaatstra Nygel;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
Vaatstra Nygel;Software engineering Werkcollege 1;Werkcollege;A1.10;wo;11-13
Vaatstra Nygel;Compilerbouw Werkcollege 1;Werkcollege;A1.10;do;11-13
Vaatstra Nygel;Moderne Databases Hoorcollege 1;Hoorcollege;C1.112;wo;11-13
Vaatstra Nygel;Software engineering Practica 2;Practica;C1.112;di;9-11
Valster Dineke;Heuristieken 1 Werkcollege 2;Werkcollege;A1.06;vr;11-13
Valster Dineke;Programmeren in Java 2 Practica 5;Practica;A1.06;wo;9-11
Valster Dineke;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.04;ma;13-15
van Aaken Shairon;Zoeken sturen en bewegen Practica 1;Practica;A1.08;di;13-15
van Aalderen Sad;Kansrekenen 2 Hoorcollege 2;Hoorcollege;C0.110;ma;15-17
van Aalderen Sad;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C0.110;ma;17-19
van Amelsvoort Cherilyn;Kansrekenen 2 Hoorcollege 2;Hoorcollege;C0.110;ma;15-17
van Amelsvoort Cherilyn;Programmeren in Java 2 Practica 2;Practica;A1.08;vr;11-13
van Amelsvoort Cherilyn;Heuristieken 1 Werkcollege 1;Werkcollege;A1.06;wo;13-15
van Amelsvoort Cherilyn;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;C1.112;do;13-15
van Amelsvoort Cherilyn;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.04;ma;13-15
van Amelsvoort Cherilyn;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C0.110;ma;17-19
van Amerongen Leo;Programmeren in Java 2 Practica 4;Practica;A1.10;vr;9-11
van Amersfoort Peter-Jan;Software engineering Werkcollege 1;Werkcollege;A1.10;wo;11-13
van Amersfoort Peter-Jan;Software engineering Practica 1;Practica;A1.04;di;9-11
van Amersfoort Peter-Jan;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
van Amersfoort Peter-Jan;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;C1.112;do;13-15
van Apeldoorn Jacky;Interactie-ontwerp Hoorcollege 1;Hoorcollege;C0.110;wo;15-17
van Apeldoorn Jacky;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;vr;13-15
van Baaren Nika;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;wo;15-17
van Baaren Nika;Reflectie op de digitale cultuur Werkcollege 2;Werkcollege;B0.201;ma;9-11
van Baaren Nika;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;C1.112;do;13-15
van Baaren Nika;Project Genetic Algorithms Practica 2;Practica;C0.110;do;15-17
van Baaren Nika;Netwerken en systeembeveiliging Practica 3;Practica;A1.06;ma;13-15
van Baaren Nika;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;C0.110;ma;11-13
van Barneveld Cemil;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;wo;15-17
van Barneveld Cemil;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
van Barneveld Cemil;Databases 2 Werkcollege 1;Werkcollege;C0.110;di;9-11
van Barneveld Cemil;Zoeken sturen en bewegen Practica 2;Practica;A1.04;vr;15-17
van Barneveld Cemil;Reflectie op de digitale cultuur Werkcollege 2;Werkcollege;B0.201;ma;9-11
van Barneveld Cemil;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;C0.110;ma;11-13
van Bavel Johannus;Heuristieken 2 Werkcollege 1;Werkcollege;C0.110;vr;11-13
van Bavel Johannus;Data Mining Hoorcollege 2;Hoorcollege;C0.110;di;15-17
van Bavel Johannus;Netwerken en systeembeveiliging Practica 3;Practica;A1.06;ma;13-15
van Bavel Johannus;Project Numerical Recipes Practica 2;Practica;A1.06;vr;13-15
van Bavel Johannus;Data Mining Werkcollege 2;Werkcollege;A1.04;wo;11-13
van Bavel Johannus;Data Mining Hoorcollege 1;Hoorcollege;B0.201;do;11-13
van Bavel Johannus;Data Mining Practica 2;Practica;A1.06;di;13-15
van Bavel Johannus;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;di;15-17
van Dieten George;Heuristieken 2 Werkcollege 1;Werkcollege;C0.110;vr;11-13
van Dieten George;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;di;15-17
Haalboom Faruk;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
Haalboom Faruk;Databases 2 Werkcollege 1;Werkcollege;C0.110;di;9-11
Haanstra Jetty;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Haanstra Jetty;Calculus 2 Werkcollege 2;Werkcollege;A1.10;wo;15-17
van Dinther Ilayda;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
van Dinther Ilayda;Calculus 2 Werkcollege 2;Werkcollege;A1.10;wo;15-17
Haarman Gabe;Technology for games Hoorcollege 1;Hoorcollege;C1.112;vr;9-11
Haarman Gabe;Technology for games Werkcollege 2;Werkcollege;A1.10;ma;11-13
Haarman Gabe;Technology for games Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
van Eert Naciye;Software engineering Practica 2;Practica;C1.112;di;9-11
van Eert Naciye;Programmeren in Java 2 Practica 1;Practica;A1.08;ma;13-15
van Eert Naciye;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C0.110;ma;17-19
van Eert Naciye;Lineaire Algebra Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
van Eert Naciye;Kansrekenen 2 Hoorcollege 2;Hoorcollege;C0.110;ma;15-17
van Eert Naciye;Lineaire Algebra Hoorcollege 2;Hoorcollege;B0.201;wo;11-13
van Eert Naciye;Software engineering Werkcollege 2;Werkcollege;A1.04;di;13-15
van Eert Naciye;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
Haas Eylem;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
Haas Eylem;Informatie- en organisatieontwerp Hoorcollege 1;Hoorcollege;C0.110;do;13-15
Haas Eylem;Moderne Databases Werkcollege 2;Werkcollege;A1.08;do;9-11
Haas Eylem;Programmeren in Java 2 Practica 6;Practica;A1.04;vr;11-13
Haas Eylem;Moderne Databases Practica 2;Practica;A1.06;di;11-13
Haas Eylem;Informatie- en organisatieontwerp Hoorcollege 2;Hoorcollege;A1.04;do;15-17
Haas Eylem;Informatie- en organisatieontwerp Werkcollege 2;Werkcollege;A1.08;vr;13-15
Haas Eylem;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C0.110;ma;17-19
Haas Eylem;Informatie- en organisatieontwerp Practica 2;Practica;A1.10;di;13-15
Haas Eylem;Databases 2 Werkcollege 1;Werkcollege;C0.110;di;9-11
Haas Eylem;Kansrekenen 2 Hoorcollege 2;Hoorcollege;C0.110;ma;15-17
Haas Eylem;Moderne Databases Hoorcollege 1;Hoorcollege;C1.112;wo;11-13
van Eeuwijk Jayme;Programmeren in Java 2 Practica 4;Practica;A1.10;vr;9-11
van Eeuwijk Jayme;Data Mining Hoorcollege 2;Hoorcollege;C0.110;di;15-17
van Eeuwijk Jayme;Project Numerical Recipes Practica 3;Practica;A1.08;do;13-15
van Eeuwijk Jayme;Data Mining Practica 1;Practica;A1.04;vr;13-15
van Eeuwijk Jayme;Data Mining Werkcollege 3;Werkcollege;A1.04;do;13-15
van Eeuwijk Jayme;Data Mining Hoorcollege 1;Hoorcollege;B0.201;do;11-13
Hamelink Virgill;Programmeren in Java 2 Practica 6;Practica;A1.04;vr;11-13
Hamelink Virgill;Software engineering Werkcollege 1;Werkcollege;A1.10;wo;11-13
Hamelink Virgill;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
Hamelink Virgill;Software engineering Practica 2;Practica;C1.112;di;9-11
van Eijndhoven Juan;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;wo;15-17
van Eijndhoven Juan;Reflectie op de digitale cultuur Werkcollege 1;Werkcollege;B0.201;wo;13-15
van Eijndhoven Juan;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;C0.110;ma;11-13
van Eijndhoven Juan;Project Numerical Recipes Practica 2;Practica;A1.06;vr;13-15
Hamers Judi;Technology for games Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Hamers Judi;Technology for games Werkcollege 1;Werkcollege;A1.06;wo;11-13
Hamers Judi;Technology for games Hoorcollege 1;Hoorcollege;C1.112;vr;9-11
Hamers Judi;Compilerbouw practicum Practica 3;Practica;A1.08;di;15-17
van Geest Wytse;Kansrekenen 2 Hoorcollege 2;Hoorcollege;C0.110;ma;15-17
van Geest Wytse;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C0.110;ma;17-19
Hamhuis Olle;Compilerbouw practicum Practica 3;Practica;A1.08;di;15-17
van Gerwen Carmela;Compilerbouw Practica 2;Practica;C0.110;wo;11-13
van Gerwen Carmela;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;vr;13-15
van Gerwen Carmela;Interactie-ontwerp Hoorcollege 1;Hoorcollege;C0.110;wo;15-17
van Gerwen Carmela;Calculus 2 Werkcollege 3;Werkcollege;A1.04;ma;11-13
van Gerwen Carmela;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
van Gerwen Carmela;Project Genetic Algorithms Practica 2;Practica;C0.110;do;15-17
van Gerwen Carmela;Compilerbouw Werkcollege 2;Werkcollege;A1.10;di;9-11
van Gerwen Carmela;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
van Gerwen Carmela;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Hamstra Sahar;Lineaire Algebra Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Hamstra Sahar;Compilerbouw practicum Practica 2;Practica;B0.201;di;13-15
Hamstra Sahar;Lineaire Algebra Hoorcollege 2;Hoorcollege;B0.201;wo;11-13
Hamstra Sahar;Heuristieken 1 Werkcollege 2;Werkcollege;A1.06;vr;11-13
Hamstra Sahar;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.04;ma;13-15
van Groeningen Joshi;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
van Groeningen Joshi;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;C1.112;do;13-15
van Groeningen Joshi;Compilerbouw Werkcollege 1;Werkcollege;A1.10;do;11-13
van Groeningen Joshi;Compilerbouw Practica 1;Practica;B0.201;do;13-15
van Groeningen Joshi;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
Hartevelt Ervin;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;wo;15-17
Hartevelt Ervin;Reflectie op de digitale cultuur Werkcollege 1;Werkcollege;B0.201;wo;13-15
Hartevelt Ervin;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;C0.110;ma;11-13
van Hall Ouidad;Data Mining Hoorcollege 2;Hoorcollege;C0.110;di;15-17
van Hall Ouidad;Data Mining Werkcollege 3;Werkcollege;A1.04;do;13-15
van Hall Ouidad;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
van Hall Ouidad;Data Mining Practica 2;Practica;A1.06;di;13-15
van Hall Ouidad;Software engineering Practica 2;Practica;C1.112;di;9-11
van Hall Ouidad;Programmeren in Java 2 Practica 1;Practica;A1.08;ma;13-15
van Hall Ouidad;Machine Learning Hoorcollege 1;Hoorcollege;A1.04;wo;13-15
van Hall Ouidad;Netwerken en systeembeveiliging Practica 2;Practica;A1.10;do;15-17
van Hall Ouidad;Software engineering Werkcollege 1;Werkcollege;A1.10;wo;11-13
van Hall Ouidad;Machine Learning Hoorcollege 2;Hoorcollege;A1.06;vr;9-11
van Hall Ouidad;Data Mining Hoorcollege 1;Hoorcollege;B0.201;do;11-13
Heijman Berdina;Kansrekenen 2 Hoorcollege 2;Hoorcollege;C0.110;ma;15-17
Heijman Berdina;Netwerken en systeembeveiliging Practica 3;Practica;A1.06;ma;13-15
Heijman Berdina;Project Genetic Algorithms Practica 3;Practica;C0.110;do;9-11
Heijman Berdina;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C0.110;ma;17-19
van Halteren Walther;Technology for games Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
van Halteren Walther;Technology for games Werkcollege 1;Werkcollege;A1.06;wo;11-13
van Halteren Walther;Technology for games Hoorcollege 1;Hoorcollege;C1.112;vr;9-11
van Halteren Walther;Kansrekenen 2 Hoorcollege 2;Hoorcollege;C0.110;ma;15-17
van Halteren Walther;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C0.110;ma;17-19
Heijnen Guus;Project Numerical Recipes Practica 1;Practica;A1.06;do;13-15
Heijnen Guus;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Heijnen Guus;Calculus 2 Werkcollege 2;Werkcollege;A1.10;wo;15-17
van Herten Tamimount;Zoeken sturen en bewegen Practica 3;Practica;C1.112;ma;15-17
van Herten Tamimount;Autonomous Agents 2 Practica 2;Practica;C0.110;vr;17-19
van Herten Tamimount;Autonomous Agents 2 Hoorcollege 2;Hoorcollege;C1.112;ma;11-13
van Herten Tamimount;Autonomous Agents 2 Werkcollege 1;Werkcollege;A1.10;ma;13-15
van Herten Tamimount;Autonomous Agents 2 Hoorcollege 1;Hoorcollege;A1.04;ma;9-11
Heikoop Rosali;Netwerken en systeembeveiliging Practica 4;Practica;A1.08;wo;15-17
Heikoop Rosali;Software engineering Practica 1;Practica;A1.04;di;9-11
Heikoop Rosali;Software engineering Werkcollege 2;Werkcollege;A1.04;di;13-15
Heikoop Rosali;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
Heikoop Rosali;Programmeren in Java 2 Practica 2;Practica;A1.08;vr;11-13
van Hezik Shauny;Kansrekenen 2 Hoorcollege 2;Hoorcollege;C0.110;ma;15-17
van Hezik Shauny;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C0.110;ma;17-19
van Hezik Shauny;Zoeken sturen en bewegen Practica 1;Practica;A1.08;di;13-15
Heller Mahmud;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;wo;15-17
Heller Mahmud;Data Mining Hoorcollege 2;Hoorcollege;C0.110;di;15-17
Heller Mahmud;Data Mining Werkcollege 1;Werkcollege;A1.08;vr;15-17
Heller Mahmud;Reflectie op de digitale cultuur Werkcollege 2;Werkcollege;B0.201;ma;9-11
Heller Mahmud;Data Mining Practica 1;Practica;A1.04;vr;13-15
Heller Mahmud;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;C0.110;ma;11-13
Heller Mahmud;Data Mining Hoorcollege 1;Hoorcollege;B0.201;do;11-13
van Ierland Nalinie;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;11-13
van Ierland Nalinie;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
van Ierland Nalinie;Webprogrammeren en databases Werkcollege 1;Werkcollege;A1.08;vr;9-11
van Ierland Nalinie;Webprogrammeren en databases Practica 2;Practica;A1.10;vr;11-13
Hijdra Sergio;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;vr;13-15
Hijdra Sergio;Interactie-ontwerp Hoorcollege 1;Hoorcollege;C0.110;wo;15-17
Hijdra Sergio;Calculus 2 Werkcollege 3;Werkcollege;A1.04;ma;11-13
Hijdra Sergio;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
van Ingen Berit;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;vr;13-15
van Ingen Berit;Zoeken sturen en bewegen Practica 2;Practica;A1.04;vr;15-17
van Ingen Berit;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C1.112;di;13-15
van Ingen Berit;Interactie-ontwerp Hoorcollege 1;Hoorcollege;C0.110;wo;15-17
van Ingen Berit;Algoritmen en complexiteit Practica 1;Practica;A1.10;do;13-15
van Ingen Berit;Algoritmen en complexiteit Werkcollege 2;Werkcollege;A1.04;di;15-17
Hilhorst Bo;Autonomous Agents 2 Werkcollege 3;Werkcollege;A1.06;do;9-11
Hilhorst Bo;Lineaire Algebra Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Hilhorst Bo;Lineaire Algebra Hoorcollege 2;Hoorcollege;B0.201;wo;11-13
Hilhorst Bo;Autonomous Agents 2 Hoorcollege 2;Hoorcollege;C1.112;ma;11-13
Hilhorst Bo;Autonomous Agents 2 Practica 1;Practica;C0.110;wo;9-11
Hilhorst Bo;Autonomous Agents 2 Hoorcollege 1;Hoorcollege;A1.04;ma;9-11
van Iwaarden Aidan;Programmeren in Java 2 Practica 1;Practica;A1.08;ma;13-15
van Iwaarden Aidan;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
van Iwaarden Aidan;Compilerbouw Practica 1;Practica;B0.201;do;13-15
van Iwaarden Aidan;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
van Iwaarden Aidan;Compilerbouw Werkcollege 2;Werkcollege;A1.10;di;9-11
Hoeksema Dana;Machine Learning Hoorcollege 1;Hoorcollege;A1.04;wo;13-15
Hoeksema Dana;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
Hoeksema Dana;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.10;di;15-17
Hoeksema Dana;Machine Learning Hoorcollege 2;Hoorcollege;A1.06;vr;9-11
Hoeksema Dana;Compilerbouw Practica 1;Practica;B0.201;do;13-15
Hoeksema Dana;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
Hoeksema Dana;Compilerbouw Werkcollege 2;Werkcollege;A1.10;di;9-11
Hoeksema Dana;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;9-11
van Kalsbeek Ciske;Data Mining Hoorcollege 2;Hoorcollege;C0.110;di;15-17
van Kalsbeek Ciske;Data Mining Werkcollege 1;Werkcollege;A1.08;vr;15-17
van Kalsbeek Ciske;Netwerken en systeembeveiliging Practica 4;Practica;A1.08;wo;15-17
van Kalsbeek Ciske;Data Mining Hoorcollege 1;Hoorcollege;B0.201;do;11-13
van Kalsbeek Ciske;Data Mining Practica 2;Practica;A1.06;di;13-15
Hoenderdos Sverre;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;C1.112;do;13-15
van Kasteel Ycel;Zoeken sturen en bewegen Practica 2;Practica;A1.04;vr;15-17
van Kasteel Ycel;Calculus 2 Werkcollege 2;Werkcollege;A1.10;wo;15-17
van Kasteel Ycel;Software engineering Werkcollege 1;Werkcollege;A1.10;wo;11-13
van Kasteel Ycel;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
van Kasteel Ycel;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
van Kasteel Ycel;Software engineering Practica 2;Practica;C1.112;di;9-11
Hofman Anne-Jet;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;11-13
Hofman Anne-Jet;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Hofman Anne-Jet;Webprogrammeren en databases Werkcollege 1;Werkcollege;A1.08;vr;9-11
Hofman Anne-Jet;Webprogrammeren en databases Practica 2;Practica;A1.10;vr;11-13
van Kessel Romany;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
van Kessel Romany;Calculus 2 Werkcollege 3;Werkcollege;A1.04;ma;11-13
Holstein Johanne;Compilerbouw practicum Practica 2;Practica;B0.201;di;13-15
Holstein Johanne;Netwerken en systeembeveiliging Practica 4;Practica;A1.08;wo;15-17
van Kommer Demelza;Bioinformatica Hoorcollege 3;Hoorcollege;C1.112;ma;9-11
van Kommer Demelza;Bioinformatica Werkcollege 1;Werkcollege;A1.10;di;11-13
van Kommer Demelza;Lineaire Algebra Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
van Kommer Demelza;Bioinformatica Hoorcollege 1;Hoorcollege;C0.110;vr;13-15
van Kommer Demelza;Calculus 2 Werkcollege 3;Werkcollege;A1.04;ma;11-13
van Kommer Demelza;Lineaire Algebra Hoorcollege 2;Hoorcollege;B0.201;wo;11-13
van Kommer Demelza;Bioinformatica Practica 3;Practica;A1.06;ma;11-13
van Kommer Demelza;Bioinformatica Hoorcollege 2;Hoorcollege;C0.110;vr;15-17
van Kommer Demelza;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Holt Nesrin;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
Holt Nesrin;Databases 2 Werkcollege 2;Werkcollege;A1.04;do;9-11
Holt Nesrin;Project Genetic Algorithms Practica 1;Practica;A1.04;wo;9-11
van Leussen Seval;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;wo;15-17
van Leussen Seval;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;C0.110;ma;11-13
van Leussen Seval;Reflectie op de digitale cultuur Werkcollege 2;Werkcollege;B0.201;ma;9-11
Holtkamp Florus;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;C1.112;do;13-15
Holtkamp Florus;Programmeren in Java 2 Practica 4;Practica;A1.10;vr;9-11
van Lingen Ruveyda;Advanced Heuristics Hoorcollege 1;Hoorcollege;A1.08;do;11-13
van Lingen Ruveyda;Project Numerical Recipes Practica 3;Practica;A1.08;do;13-15
van Lingen Ruveyda;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.10;di;15-17
van Lingen Ruveyda;Advanced Heuristics Practica 1;Practica;B0.201;do;9-11
van Lingen Ruveyda;Netwerken en systeembeveiliging Practica 2;Practica;A1.10;do;15-17
van Lingen Ruveyda;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;9-11
Hoogerbrugge Christal;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;11-13
Hoogerbrugge Christal;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Hoogerbrugge Christal;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.10;di;15-17
Hoogerbrugge Christal;Software engineering Practica 1;Practica;A1.04;di;9-11
Hoogerbrugge Christal;Webprogrammeren en databases Practica 1;Practica;C0.110;ma;9-11
Hoogerbrugge Christal;Software engineering Werkcollege 2;Werkcollege;A1.04;di;13-15
Hoogerbrugge Christal;Webprogrammeren en databases Werkcollege 2;Werkcollege;A1.08;ma;15-17
Hoogerbrugge Christal;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
Hoogerbrugge Christal;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;9-11
van Lingen Touraya;Data Mining Hoorcollege 2;Hoorcollege;C0.110;di;15-17
van Lingen Touraya;Data Mining Werkcollege 3;Werkcollege;A1.04;do;13-15
van Lingen Touraya;Data Mining Hoorcollege 1;Hoorcollege;B0.201;do;11-13
van Lingen Touraya;Data Mining Practica 2;Practica;A1.06;di;13-15
Hooijmaijers Esme;Autonomous Agents 2 Practica 3;Practica;A1.04;vr;9-11
Hooijmaijers Esme;Project Numerical Recipes Practica 3;Practica;A1.08;do;13-15
Hooijmaijers Esme;Software engineering Hoorcollege 1;Hoorcollege;C1.112;di;11-13
Hooijmaijers Esme;Software engineering Practica 1;Practica;A1.04;di;9-11
Hooijmaijers Esme;Autonomous Agents 2 Werkcollege 1;Werkcollege;A1.10;ma;13-15
Hooijmaijers Esme;Autonomous Agents 2 Hoorcollege 2;Hoorcollege;C1.112;ma;11-13
Hooijmaijers Esme;Software engineering Werkcollege 2;Werkcollege;A1.04;di;13-15
Hooijmaijers Esme;Autonomous Agents 2 Hoorcollege 1;Hoorcollege;A1.04;ma;9-11
van Loon Harwin;Technology for games Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
van Loon Harwin;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
van Loon Harwin;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;A1.10;do;9-11
van Loon Harwin;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;C1.112;vr;11-13
van Loon Harwin;Technology for games Hoorcollege 1;Hoorcollege;C1.112;vr;9-11
van Loon Harwin;Technology for games Werkcollege 2;Werkcollege;A1.10;ma;11-13
van Loon Harwin;Compilerbouw practicum Practica 1;Practica;B0.201;vr;9-11
van Loon Harwin;Databases 2 Werkcollege 1;Werkcollege;C0.110;di;9-11
van Loon Harwin;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
van Loon Harwin;Collectieve Intelligentie Werkcollege 3;Werkcollege;A1.06;vr;15-17
van Loon Harwin;Collectieve Intelligentie Practica 2;Practica;A1.08;wo;11-13
Hooiveld Michal;Data Mining Hoorcollege 2;Hoorcollege;C0.110;di;15-17
Hooiveld Michal;Data Mining Practica 1;Practica;A1.04;vr;13-15
Hooiveld Michal;Data Mining Werkcollege 2;Werkcollege;A1.04;wo;11-13
Hooiveld Michal;Data Mining Hoorcollege 1;Hoorcollege;B0.201;do;11-13
van Loveren Lammigje;Compilerbouw Practica 2;Practica;C0.110;wo;11-13
van Loveren Lammigje;Databases 2 Hoorcollege 1;Hoorcollege;C0.110;do;11-13
van Loveren Lammigje;Programmeren in Java 2 Practica 6;Practica;A1.04;vr;11-13
van Loveren Lammigje;Autonomous Agents 2 Hoorcollege 2;Hoorcollege;C1.112;ma;11-13
van Loveren Lammigje;Autonomous Agents 2 Werkcollege 1;Werkcollege;A1.10;ma;13-15
van Loveren Lammigje;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;di;13-15
van Loveren Lammigje;Autonomous Agents 2 Practica 1;Practica;C0.110;wo;9-11
van Loveren Lammigje;Databases 2 Werkcollege 2;Werkcollege;A1.04;do;9-11
van Loveren Lammigje;Machine Learning Hoorcollege 1;Hoorcollege;A1.04;wo;13-15
van Loveren Lammigje;Compilerbouw Hoorcollege 2;Hoorcollege;C0.110;di;11-13
van Loveren Lammigje;Compilerbouw Werkcollege 2;Werkcollege;A1.10;di;9-11
van Loveren Lammigje;Machine Learning Hoorcollege 2;Hoorcollege;A1.06;vr;9-11
van Loveren Lammigje;Autonomous Agents 2 Hoorcollege 1;Hoorcollege;A1.04;ma;9-11
Hoornstra Catherine;Technology for games Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Hoornstra Catherine;Lineaire Algebra Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Hoornstra Catherine;Technology for games Hoorcollege 1;Hoorcollege;C1.112;vr;9-11
Hoornstra Catherine;Technology for games Werkcollege 2;Werkcollege;A1.10;ma;11-13
Hoornstra Catherine;Calculus 2 Werkcollege 2;Werkcollege;A1.10;wo;15-17
Hoornstra Catherine;Lineaire Algebra Hoorcollege 2;Hoorcollege;B0.201;wo;11-13
Hoornstra Catherine;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.10;di;15-17
Hoornstra Catherine;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
