student;vak;activiteit;zaal;dag;tijdslot
Wijngaarden Marck;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Wijngaarden Marck;Reflectie op de digitale cultuur Werkcollege 2;Werkcollege;A1.08;vr;11-13
Wijngaarden Marck;Moderne Databases Practica 3;Practica;C0.110;di;13-15
Wijngaarden Marck;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Wijnsma Alexandra;Netwerken en systeembeveiliging Practica 3;Practica;A1.04;di;13-15
Wijnsma Alexandra;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Wijnsma Alexandra;Databases 2 Werkcollege 1;Werkcollege;C0.110;do;11-13
Wijnsma Alexandra;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
Wind Ihsane;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Wind Ihsane;Reflectie op de digitale cultuur Werkcollege 3;Werkcollege;A1.06;ma;9-11
Wind Ihsane;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Winkelaar Yuna;Algoritmen en complexiteit Werkcollege 1;Werkcollege;C1.112;do;13-15
Winkelaar Yuna;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
Winkelaar Yuna;Algoritmen en complexiteit Practica 1;Practica;A1.04;vr;15-17
Wobbes Jacko;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Wobbes Jacko;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Wobbes Jacko;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Wobbes Jacko;Bioinformatica Werkcollege 1;Werkcollege;C0.110;wo;11-13
Wobbes Jacko;Bioinformatica Practica 1;Practica;A1.04;di;9-11
Woertman Aya;Informatie- en organisatieontwerp Hoorcollege 2;Hoorcollege;C0.110;ma;11-13
Woertman Aya;Informatie- en organisatieontwerp Werkcollege 1;Werkcollege;A1.08;vr;15-17
Woertman Aya;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Woertman Aya;Informatie- en organisatieontwerp Practica 2;Practica;C0.110;wo;9-11
Woertman Aya;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Woertman Aya;Technology for games Hoorcollege 2;Hoorcollege;A1.04;do;15-17
Woertman Aya;Collectieve Intelligentie Practica 1;Practica;A1.04;wo;15-17
Woertman Aya;Technology for games Werkcollege 2;Werkcollege;A1.06;vr;15-17
Woertman Aya;Collectieve Intelligentie Werkcollege 4;Werkcollege;A1.08;vr;13-15
Woertman Aya;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
Woertman Aya;Moderne Databases Werkcollege 1;Werkcollege;C1.112;vr;15-17
Woertman Aya;Moderne Databases Practica 3;Practica;C0.110;di;13-15
Woertman Aya;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
Woertman Aya;Heuristieken 1 Werkcollege 1;Werkcollege;A1.08;do;13-15
Woertman Aya;Informatie- en organisatieontwerp Hoorcollege 1;Hoorcollege;C1.112;vr;11-13
Woertman Aya;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Woertman Aya;Technology for games Hoorcollege 1;Hoorcollege;C1.112;ma;9-11
Wolswijk Sayfeddine;Webprogrammeren en databases Practica 1;Practica;A1.06;vr;13-15
Wolswijk Sayfeddine;Webprogrammeren en databases Werkcollege 2;Werkcollege;C0.110;wo;15-17
Wolswijk Sayfeddine;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;9-11
Wolswijk Sayfeddine;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Wullink Frederikus;Calculus 2 Werkcollege 2;Werkcollege;C0.110;di;11-13
Wullink Frederikus;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Wullink Frederikus;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
Yazici Gabrilla;Compilerbouw practicum Practica 1;Practica;A1.08;vr;9-11
Yazici Gabrilla;Software engineering Practica 1;Practica;A1.08;do;15-17
Yazici Gabrilla;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Yazici Gabrilla;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
Yazici Gabrilla;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Yazici Gabrilla;Algoritmen en complexiteit Werkcollege 2;Werkcollege;A1.04;wo;13-15
Yazici Gabrilla;Reflectie op de digitale cultuur Werkcollege 1;Werkcollege;A1.08;ma;15-17
Yazici Gabrilla;Algoritmen en complexiteit Practica 2;Practica;A1.06;wo;15-17
Yazici Gabrilla;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
Yazici Gabrilla;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Yusuf Vanita;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Yusuf Vanita;Calculus 2 Werkcollege 1;Werkcollege;A1.08;di;15-17
Zaaijer Juno;Webprogrammeren en databases Practica 1;Practica;A1.06;vr;13-15
Zaaijer Juno;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
Zaaijer Juno;Webprogrammeren en databases Werkcollege 2;Werkcollege;C0.110;wo;15-17
Zaaijer Juno;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;9-11
Zaaijer Juno;Heuristieken 1 Werkcollege 2;Werkcollege;A1.04;do;13-15
Zaaijer Juno;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Zagers Fransiscus;Webprogrammeren en databases Werkcollege 2;Werkcollege;C0.110;wo;15-17
Zagers Fransiscus;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;9-11
Zagers Fransiscus;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Zagers Fransiscus;Webprogrammeren en databases Practica 2;Practica;A1.10;ma;11-13
Zagers Fransiscus;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Zagers Fransiscus;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Zhang Mellanie;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Zhang Mellanie;Databases 2 Werkcollege 1;Werkcollege;C0.110;do;11-13
Zhang Mellanie;Calculus 2 Werkcollege 1;Werkcollege;A1.08;di;15-17
Zhang Mellanie;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
Zhang Mellanie;Programmeren in Java 2 Practica 1;Practica;C1.112;di;13-15
Zhang Mellanie;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Zondag Malte;Advanced Heuristics Hoorcollege 1;Hoorcollege;A1.08;di;9-11
Zondag Malte;Webprogrammeren en databases Practica 1;Practica;A1.06;vr;13-15
Zondag Malte;Webprogrammeren en databases Werkcollege 2;Werkcollege;C0.110;wo;15-17
Zondag Malte;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;9-11
Zondag Malte;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;di;9-11
Zondag Malte;Interactie-ontwerp Hoorcollege 1;Hoorcollege;A1.04;ma;11-13
Zondag Malte;Advanced Heuristics Practica 1;Practica;A1.04;vr;11-13
Zondag Malte;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Zonneveld Marise;Data Mining Hoorcollege 2;Hoorcollege;C0.110;do;9-11
Zonneveld Marise;Data Mining Werkcollege 3;Werkcollege;A1.10;vr;13-15
Zonneveld Marise;Data Mining Hoorcollege 1;Hoorcollege;A1.10;do;13-15
Zonneveld Marise;Data Mining Practica 2;Practica;C1.112;wo;9-11
Zwarts Chico;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.04;do;11-13
Zwarts Chico;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;13-15
Zweekhorst Stein;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
Zweekhorst Stein;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
Teekens Xiao;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
Teekens Xiao;Programmeren in Java 2 Practica 2;Practica;C1.112;do;9-11
Teekens Xiao;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Teekens Xiao;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;di;9-11
Teekens Xiao;Zoeken sturen en bewegen Practica 2;Practica;A1.06;do;9-11
Teekens Xiao;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
Teekens Xiao;Interactie-ontwerp Hoorcollege 1;Hoorcollege;A1.04;ma;11-13
Teekens Xiao;Reflectie op de digitale cultuur Werkcollege 3;Werkcollege;A1.06;ma;9-11
Teekens Xiao;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
ten Pas Maan;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
ten Pas Maan;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;13-15
ten Pas Maan;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
ten Pas Maan;Heuristieken 1 Werkcollege 2;Werkcollege;A1.04;do;13-15
ten Pas Maan;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.04;do;11-13
ten Pas Maan;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
ten Pas Tjalle;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
ten Pas Tjalle;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
ten Pas Tjalle;Databases 2 Werkcollege 1;Werkcollege;C0.110;do;11-13
ten Pas Tjalle;Calculus 2 Werkcollege 1;Werkcollege;A1.08;di;15-17
ten Pas Tjalle;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
ten Pas Tjalle;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
ter Heide Pleun;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
ter Heide Pleun;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
ter Heide Pleun;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
ter Heide Pleun;Compilerbouw practicum Practica 3;Practica;B0.201;di;9-11
ter Heide Pleun;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
ter Heide Pleun;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
ter Heide Pleun;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
ter Heide Pleun;Bioinformatica Practica 1;Practica;A1.04;di;9-11
ter Heide Pleun;Heuristieken 1 Werkcollege 1;Werkcollege;A1.08;do;13-15
ter Heide Pleun;Software engineering Practica 2;Practica;C0.110;ma;17-19
ter Heide Pleun;Bioinformatica Werkcollege 2;Werkcollege;A1.10;ma;9-11
Terpstra Aboubakr;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
Tettero Arianna;Programmeren in Java 2 Practica 2;Practica;C1.112;do;9-11
Teuben Jonah;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Teuben Jonah;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Teuben Jonah;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Teuben Jonah;Webprogrammeren en databases Werkcollege 2;Werkcollege;C0.110;wo;15-17
Teuben Jonah;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Teuben Jonah;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;9-11
Teuben Jonah;Webprogrammeren en databases Practica 2;Practica;A1.10;ma;11-13
Teuben Jonah;Bioinformatica Werkcollege 2;Werkcollege;A1.10;ma;9-11
Teuben Jonah;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Teuben Jonah;Compilerbouw Practica 1;Practica;C0.110;vr;13-15
Teuben Jonah;Zoeken sturen en bewegen Practica 1;Practica;B0.201;ma;13-15
Teuben Jonah;Bioinformatica Practica 2;Practica;C0.110;do;17-19
Teuben Jonah;Compilerbouw Werkcollege 2;Werkcollege;C1.112;ma;11-13
Teuben Jonah;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Thielen Rochelle;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Thielen Rochelle;Programmeren in Java 2 Practica 6;Practica;A1.08;ma;9-11
Thielen Rochelle;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Thoma Silvie;Compilerbouw practicum Practica 2;Practica;C0.110;di;17-19
Thoma Silvie;Collectieve Intelligentie Practica 4;Practica;A1.10;ma;13-15
Thoma Silvie;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Thoma Silvie;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Thoma Silvie;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Thoma Silvie;Collectieve Intelligentie Werkcollege 2;Werkcollege;A1.06;wo;9-11
Tielemans Ard;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Tielemans Ard;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Tielemans Ard;Collectieve Intelligentie Werkcollege 4;Werkcollege;A1.08;vr;13-15
Tielemans Ard;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
Tielemans Ard;Collectieve Intelligentie Practica 4;Practica;A1.10;ma;13-15
Tielemans Ard;Programmeren in Java 2 Practica 1;Practica;C1.112;di;13-15
Tielemans Ard;Algoritmen en complexiteit Practica 2;Practica;A1.06;wo;15-17
Tielemans Ard;Data Mining Hoorcollege 1;Hoorcollege;A1.10;do;13-15
Tielemans Ard;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Tielemans Ard;Data Mining Hoorcollege 2;Hoorcollege;C0.110;do;9-11
Tielemans Ard;Data Mining Werkcollege 1;Werkcollege;B0.201;do;13-15
Tielemans Ard;Data Mining Practica 2;Practica;C1.112;wo;9-11
Tielemans Ard;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Tielemans Ard;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Tielemans Ard;Bioinformatica Werkcollege 2;Werkcollege;A1.10;ma;9-11
Tielemans Ard;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Tielemans Ard;Algoritmen en complexiteit Werkcollege 1;Werkcollege;C1.112;do;13-15
Tielemans Ard;Bioinformatica Practica 3;Practica;C0.110;ma;9-11
Tijhof Raja;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Tijhof Raja;Reflectie op de digitale cultuur Werkcollege 1;Werkcollege;A1.08;ma;15-17
Tijhof Raja;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Tip Bilal;Netwerken en systeembeveiliging Practica 1;Practica;C0.110;vr;9-11
Tjeerdsma Sarena;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
Tjeerdsma Sarena;Calculus 2 Werkcollege 1;Werkcollege;A1.08;di;15-17
Tjeerdsma Sarena;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Tjeerdsma Sarena;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
Tjeerdsma Sarena;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Tjeerdsma Sarena;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Tjeerdsma Sarena;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Tjeerdsma Sarena;Bioinformatica Practica 1;Practica;A1.04;di;9-11
Tjeerdsma Sarena;Heuristieken 1 Werkcollege 1;Werkcollege;A1.08;do;13-15
Tjeerdsma Sarena;Bioinformatica Werkcollege 3;Werkcollege;A1.04;di;11-13
Tjeerdsma Sarena;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
Tjeerdsma Sarena;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Tjeerdsma Sarena;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Toetenel Hedwich;Webprogrammeren en databases Werkcollege 1;Werkcollege;B0.201;vr;15-17
Toetenel Hedwich;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;9-11
Toetenel Hedwich;Webprogrammeren en databases Practica 2;Practica;A1.10;ma;11-13
Toetenel Hedwich;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;di;9-11
Toetenel Hedwich;Interactie-ontwerp Hoorcollege 1;Hoorcollege;A1.04;ma;11-13
Toetenel Hedwich;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Toren Samentha;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Toren Samentha;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Toren Samentha;Calculus 2 Werkcollege 3;Werkcollege;A1.06;do;11-13
Toren Samentha;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Traa Liza;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Traa Liza;Databases 2 Werkcollege 1;Werkcollege;C0.110;do;11-13
Traa Liza;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Traa Liza;Heuristieken 2 Werkcollege 2;Werkcollege;B0.201;wo;9-11
Truijen Tom;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Truijen Tom;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Truijen Tom;Compilerbouw Practica 1;Practica;C0.110;vr;13-15
Truijen Tom;Zoeken sturen en bewegen Practica 1;Practica;B0.201;ma;13-15
Truijen Tom;Compilerbouw Werkcollege 2;Werkcollege;C1.112;ma;11-13
Tun Jacey;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Tun Jacey;Reflectie op de digitale cultuur Werkcollege 3;Werkcollege;A1.06;ma;9-11
Tun Jacey;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Twigt Annamaria;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
Twigt Annamaria;Moderne Databases Werkcollege 1;Werkcollege;C1.112;vr;15-17
Twigt Annamaria;Calculus 2 Werkcollege 3;Werkcollege;A1.06;do;11-13
Twigt Annamaria;Moderne Databases Practica 1;Practica;A1.10;do;11-13
Twigt Annamaria;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Ubbink Arina;Zoeken sturen en bewegen Practica 3;Practica;A1.06;wo;11-13
Udo Emme;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
Udo Emme;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
Udo Emme;Collectieve Intelligentie Practica 4;Practica;A1.10;ma;13-15
Udo Emme;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Udo Emme;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Udo Emme;Zoeken sturen en bewegen Practica 2;Practica;A1.06;do;9-11
Udo Emme;Moderne Databases Werkcollege 3;Werkcollege;B0.201;do;15-17
Udo Emme;Heuristieken 1 Werkcollege 2;Werkcollege;A1.04;do;13-15
Udo Emme;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Udo Emme;Collectieve Intelligentie Werkcollege 2;Werkcollege;A1.06;wo;9-11
Udo Emme;Moderne Databases Practica 3;Practica;C0.110;di;13-15
Uitslag Felien;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Uitslag Felien;Databases 2 Werkcollege 1;Werkcollege;C0.110;do;11-13
Uitslag Felien;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
Uitslag Felien;Collectieve Intelligentie Practica 3;Practica;A1.06;do;13-15
Uitslag Felien;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Uitslag Felien;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Uitslag Felien;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Uitslag Felien;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Uitslag Felien;Collectieve Intelligentie Werkcollege 2;Werkcollege;A1.06;wo;9-11
Uitslag Felien;Heuristieken 2 Werkcollege 2;Werkcollege;B0.201;wo;9-11
Ursem Keely;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Ursem Keely;Databases 2 Werkcollege 1;Werkcollege;C0.110;do;11-13
Ursem Keely;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Ursem Keely;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
Ursem Keely;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Ursem Keely;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Ursem Keely;Calculus 2 Werkcollege 2;Werkcollege;C0.110;di;11-13
Ursem Keely;Bioinformatica Werkcollege 2;Werkcollege;A1.10;ma;9-11
Ursem Keely;Heuristieken 1 Werkcollege 2;Werkcollege;A1.04;do;13-15
Ursem Keely;Bioinformatica Practica 2;Practica;C0.110;do;17-19
Ursem Keely;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Vaatstra Nygel;Compilerbouw Practica 2;Practica;A1.10;wo;11-13
Vaatstra Nygel;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
Vaatstra Nygel;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Vaatstra Nygel;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Vaatstra Nygel;Software engineering Practica 1;Practica;A1.08;do;15-17
Vaatstra Nygel;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
Vaatstra Nygel;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Vaatstra Nygel;Moderne Databases Werkcollege 2;Werkcollege;A1.06;ma;11-13
Vaatstra Nygel;Technology for games Hoorcollege 1;Hoorcollege;C1.112;ma;9-11
Vaatstra Nygel;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
Vaatstra Nygel;Technology for games Hoorcollege 2;Hoorcollege;A1.04;do;15-17
Vaatstra Nygel;Technology for games Werkcollege 1;Werkcollege;A1.04;vr;13-15
Vaatstra Nygel;Moderne Databases Practica 3;Practica;C0.110;di;13-15
Valster Dineke;Programmeren in Java 2 Practica 2;Practica;C1.112;do;9-11
Valster Dineke;Heuristieken 1 Werkcollege 1;Werkcollege;A1.08;do;13-15
Valster Dineke;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
van Aaken Shairon;Zoeken sturen en bewegen Practica 3;Practica;A1.06;wo;11-13
van Aalderen Sad;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
van Aalderen Sad;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
van Amelsvoort Cherilyn;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
van Amelsvoort Cherilyn;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
van Amelsvoort Cherilyn;Heuristieken 1 Werkcollege 1;Werkcollege;A1.08;do;13-15
van Amelsvoort Cherilyn;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
van Amelsvoort Cherilyn;Programmeren in Java 2 Practica 1;Practica;C1.112;di;13-15
van Amelsvoort Cherilyn;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
van Amerongen Leo;Programmeren in Java 2 Practica 6;Practica;A1.08;ma;9-11
van Amersfoort Peter-Jan;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
van Amersfoort Peter-Jan;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
van Amersfoort Peter-Jan;Software engineering Practica 1;Practica;A1.08;do;15-17
van Amersfoort Peter-Jan;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
van Apeldoorn Jacky;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;di;9-11
van Apeldoorn Jacky;Interactie-ontwerp Hoorcollege 1;Hoorcollege;A1.04;ma;11-13
van Baaren Nika;Project Genetic Algorithms Practica 3;Practica;C0.110;do;13-15
van Baaren Nika;Netwerken en systeembeveiliging Practica 4;Practica;B0.201;ma;15-17
van Baaren Nika;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
van Baaren Nika;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
van Baaren Nika;Reflectie op de digitale cultuur Werkcollege 2;Werkcollege;A1.08;vr;11-13
van Baaren Nika;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
van Barneveld Cemil;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
van Barneveld Cemil;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
van Barneveld Cemil;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
van Barneveld Cemil;Zoeken sturen en bewegen Practica 2;Practica;A1.06;do;9-11
van Barneveld Cemil;Reflectie op de digitale cultuur Werkcollege 2;Werkcollege;A1.08;vr;11-13
van Barneveld Cemil;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
van Bavel Johannus;Netwerken en systeembeveiliging Practica 4;Practica;B0.201;ma;15-17
van Bavel Johannus;Data Mining Hoorcollege 2;Hoorcollege;C0.110;do;9-11
van Bavel Johannus;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
van Bavel Johannus;Project Numerical Recipes Practica 1;Practica;A1.08;do;11-13
van Bavel Johannus;Data Mining Werkcollege 1;Werkcollege;B0.201;do;13-15
van Bavel Johannus;Data Mining Practica 1;Practica;A1.04;ma;9-11
van Bavel Johannus;Heuristieken 2 Werkcollege 1;Werkcollege;A1.04;wo;11-13
van Bavel Johannus;Data Mining Hoorcollege 1;Hoorcollege;A1.10;do;13-15
van Bentem Lody;Project Numerical Recipes Practica 1;Practica;A1.08;do;11-13
van Berkom Ynte;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
van Berkom Ynte;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
van Berkom Ynte;Reflectie op de digitale cultuur Werkcollege 1;Werkcollege;A1.08;ma;15-17
van Berkom Ynte;Heuristieken 2 Werkcollege 1;Werkcollege;A1.04;wo;11-13
van Berkom Ynte;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
