student;vak;activiteit;zaal;dag;tijdslot
van der Meer Acha;Informatie- en organisatieontwerp Tutorial 2;Tutorial;A1.08;ma;9-11
van der Meer Acha;Informatie- en organisatieontwerp Lab 2;Lab;A1.06;wo;15-17
van der Meer Acha;Programmeren in Java 2 Lab 5;Lab;A1.08;di;15-17
van der Meeren Abdul;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
van der Meeren Abdul;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
van der Meeren Abdul;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
van der Meeren Abdul;Bioinformatica Tutorial 3;Tutorial;C1.112;ma;13-15
van der Meeren Abdul;Bioinformatica Lab 3;Lab;A1.06;ma;11-13
van der Meeren Abdul;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
van der Meeren Abdul;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
van der Meeren Abdul;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
van der Meeren Abdul;Moderne Databases Tutorial 3;Tutorial;B0.201;do;13-15
van der Meeren Abdul;Moderne Databases Lab 1;Lab;A1.04;wo;11-13
van der Meeren Abdul;Programmeren in Java 2 Lab 3;Lab;B0.201;vr;9-11
van der Meij Geerte;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
van der Meij Geerte;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
van der Meij Geerte;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
van der Meij Geerte;Collectieve Intelligentie Tutorial 3;Tutorial;C1.112;vr;13-15
van der Meij Geerte;Collectieve Intelligentie Lab 4;Lab;C0.110;do;15-17
van der Meij Geerte;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
van der Meij Geerte;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
van der Meij Geerte;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
van der Meij Geerte;Compilerbouw Lab 2;Lab;C0.110;di;13-15
van der Meij Geerte;Project Numerical Recipes Lab 3;Lab;A1.04;wo;15-17
van der Meij Geerte;Software engineering Lecture 1;Lecture;C0.110;di;11-13
van der Meij Geerte;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
van der Meij Geerte;Software engineering Lab 2;Lab;B0.201;di;9-11
van der Niet Maritha;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
van der Niet Maritha;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
van der Niet Maritha;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
van der Niet Maritha;Project Genetic Algorithms Lab 1;Lab;C0.110;ma;9-11
van der Niet Maritha;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
van der Niet Maritha;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
van der Niet Maritha;Reflectie op de digitale cultuur Tutorial 1;Tutorial;A1.10;do;13-15
van der Niet Maritha;Technology for games Lecture 1;Lecture;B0.201;wo;11-13
van der Niet Maritha;Technology for games Lecture 2;Lecture;B0.201;ma;11-13
van der Niet Maritha;Technology for games Tutorial 2;Tutorial;A1.08;di;11-13
van der Plaats Johannes;Programmeren in Java 2 Lab 2;Lab;A1.08;wo;11-13
van der Plaats Johannes;Webprogrammeren en databases Lecture 1;Lecture;B0.201;do;9-11
van der Plaats Johannes;Webprogrammeren en databases Lecture 2;Lecture;B0.201;wo;13-15
van der Plaats Johannes;Webprogrammeren en databases Tutorial 1;Tutorial;C1.112;di;15-17
van der Plaats Johannes;Webprogrammeren en databases Lab 1;Lab;A1.04;ma;9-11
van der Plas Graciella;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
van der Plas Graciella;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
van der Plas Graciella;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
van der Plas Graciella;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
van der Steege Darian;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
van der Steege Darian;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
van der Steege Darian;Programmeren in Java 2 Lab 3;Lab;B0.201;vr;9-11
van der Ster Tos;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
van der Ster Tos;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
van der Stoel Scotty;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
van der Stoel Scotty;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
van der Stoel Scotty;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
van der Stoel Scotty;Compilerbouw Lab 2;Lab;C0.110;di;13-15
van der Stoel Scotty;Programmeren in Java 2 Lab 6;Lab;A1.10;di;11-13
van der Vleuten Yun;Informatie- en organisatieontwerp Lecture 1;Lecture;A1.06;wo;13-15
van der Vleuten Yun;Informatie- en organisatieontwerp Lecture 2;Lecture;A1.06;do;11-13
van der Vleuten Yun;Informatie- en organisatieontwerp Tutorial 1;Tutorial;A1.08;vr;9-11
van der Vleuten Yun;Informatie- en organisatieontwerp Lab 2;Lab;A1.06;wo;15-17
van der Wiel Josef;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
van der Wiel Josef;Heuristieken 2 Lecture 1;Lecture;C1.112;ma;11-13
van der Wiel Josef;Heuristieken 2 Tutorial 2;Tutorial;A1.06;ma;9-11
van der Wiel Josef;Netwerken en systeembeveiliging Lab 1;Lab;A1.08;vr;11-13
van der Wiel Josef;Project Genetic Algorithms Lab 3;Lab;A1.10;wo;15-17
van der Zwet Jos;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
van der Zwet Jos;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
van der Zwet Jos;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
van der Zwet Jos;Bioinformatica Tutorial 3;Tutorial;C1.112;ma;13-15
van der Zwet Jos;Bioinformatica Lab 2;Lab;A1.08;ma;11-13
van der Zwet Jos;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
van der Zwet Jos;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
van der Zwet Jos;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
van der Zwet Jos;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
van der Zwet Jos;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
van der Zwet Jos;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
van der Zwet Jos;Programmeren in Java 2 Lab 4;Lab;A1.08;di;13-15
van der Zwet Jos;Zoeken sturen en bewegen Lab 3;Lab;A1.06;di;11-13
van Dieten George;Heuristieken 2 Lecture 1;Lecture;C1.112;ma;11-13
van Dieten George;Heuristieken 2 Tutorial 2;Tutorial;A1.06;ma;9-11
van Dinther Ilayda;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
van Dinther Ilayda;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
van Eert Naciye;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
van Eert Naciye;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
van Eert Naciye;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
van Eert Naciye;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
van Eert Naciye;Programmeren in Java 2 Lab 4;Lab;A1.08;di;13-15
van Eert Naciye;Software engineering Lecture 1;Lecture;C0.110;di;11-13
van Eert Naciye;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
van Eert Naciye;Software engineering Lab 1;Lab;C1.112;wo;13-15
van Eeuwijk Jayme;Data Mining Lecture 1;Lecture;B0.201;do;15-17
van Eeuwijk Jayme;Data Mining Lecture 2;Lecture;A1.04;do;13-15
van Eeuwijk Jayme;Data Mining Tutorial 3;Tutorial;A1.06;vr;9-11
van Eeuwijk Jayme;Data Mining Lab 3;Lab;A1.04;ma;15-17
van Eeuwijk Jayme;Programmeren in Java 2 Lab 6;Lab;A1.10;di;11-13
van Eeuwijk Jayme;Project Numerical Recipes Lab 3;Lab;A1.04;wo;15-17
van Eijndhoven Juan;Project Numerical Recipes Lab 2;Lab;A1.08;ma;13-15
van Eijndhoven Juan;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
van Eijndhoven Juan;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
van Eijndhoven Juan;Reflectie op de digitale cultuur Tutorial 1;Tutorial;A1.10;do;13-15
van Geest Wytse;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
van Geest Wytse;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
van Gerwen Carmela;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
van Gerwen Carmela;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
van Gerwen Carmela;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
van Gerwen Carmela;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
van Gerwen Carmela;Compilerbouw Tutorial 2;Tutorial;A1.04;vr;15-17
van Gerwen Carmela;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
van Gerwen Carmela;Interactie-ontwerp Lecture 1;Lecture;A1.04;di;11-13
van Gerwen Carmela;Interactie-ontwerp Lecture 2;Lecture;A1.04;di;9-11
van Gerwen Carmela;Project Genetic Algorithms Lab 1;Lab;C0.110;ma;9-11
van Groeningen Joshi;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
van Groeningen Joshi;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
van Groeningen Joshi;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
van Groeningen Joshi;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
van Groeningen Joshi;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
van Hall Ouidad;Data Mining Lecture 1;Lecture;B0.201;do;15-17
van Hall Ouidad;Data Mining Lecture 2;Lecture;A1.04;do;13-15
van Hall Ouidad;Data Mining Tutorial 2;Tutorial;C1.112;do;11-13
van Hall Ouidad;Data Mining Lab 2;Lab;A1.10;do;9-11
van Hall Ouidad;Machine Learning Lecture 1;Lecture;A1.06;di;9-11
van Hall Ouidad;Machine Learning Lecture 2;Lecture;C1.112;di;11-13
van Hall Ouidad;Netwerken en systeembeveiliging Lab 1;Lab;A1.08;vr;11-13
van Hall Ouidad;Programmeren in Java 2 Lab 2;Lab;A1.08;wo;11-13
van Hall Ouidad;Software engineering Lecture 1;Lecture;C0.110;di;11-13
van Hall Ouidad;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
van Hall Ouidad;Software engineering Lab 1;Lab;C1.112;wo;13-15
van Halteren Walther;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
van Halteren Walther;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
van Halteren Walther;Technology for games Lecture 1;Lecture;B0.201;wo;11-13
van Halteren Walther;Technology for games Lecture 2;Lecture;B0.201;ma;11-13
van Halteren Walther;Technology for games Tutorial 1;Tutorial;A1.06;wo;9-11
van Herten Tamimount;Autonomous Agents 2 Lecture 1;Lecture;C1.112;di;13-15
van Herten Tamimount;Autonomous Agents 2 Lecture 2;Lecture;A1.04;di;15-17
van Herten Tamimount;Autonomous Agents 2 Tutorial 1;Tutorial;A1.08;vr;13-15
van Herten Tamimount;Autonomous Agents 2 Lab 3;Lab;A1.08;wo;13-15
van Herten Tamimount;Zoeken sturen en bewegen Lab 1;Lab;A1.06;vr;15-17
van Hezik Shauny;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
van Hezik Shauny;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
van Hezik Shauny;Zoeken sturen en bewegen Lab 2;Lab;A1.04;ma;13-15
van Ierland Nalinie;Webprogrammeren en databases Lecture 1;Lecture;B0.201;do;9-11
van Ierland Nalinie;Webprogrammeren en databases Lecture 2;Lecture;B0.201;wo;13-15
van Ierland Nalinie;Webprogrammeren en databases Tutorial 1;Tutorial;C1.112;di;15-17
van Ierland Nalinie;Webprogrammeren en databases Lab 1;Lab;A1.04;ma;9-11
van Ingen Berit;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
van Ingen Berit;Algoritmen en complexiteit Tutorial 2;Tutorial;A1.10;ma;11-13
van Ingen Berit;Algoritmen en complexiteit Lab 2;Lab;A1.10;do;11-13
van Ingen Berit;Interactie-ontwerp Lecture 1;Lecture;A1.04;di;11-13
van Ingen Berit;Interactie-ontwerp Lecture 2;Lecture;A1.04;di;9-11
van Ingen Berit;Zoeken sturen en bewegen Lab 2;Lab;A1.04;ma;13-15
van Iwaarden Aidan;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
van Iwaarden Aidan;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
van Iwaarden Aidan;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
van Iwaarden Aidan;Compilerbouw Lab 2;Lab;C0.110;di;13-15
van Iwaarden Aidan;Programmeren in Java 2 Lab 5;Lab;A1.08;di;15-17
van Kalsbeek Ciske;Data Mining Lecture 1;Lecture;B0.201;do;15-17
van Kalsbeek Ciske;Data Mining Lecture 2;Lecture;A1.04;do;13-15
van Kalsbeek Ciske;Data Mining Tutorial 3;Tutorial;A1.06;vr;9-11
van Kalsbeek Ciske;Data Mining Lab 3;Lab;A1.04;ma;15-17
van Kalsbeek Ciske;Netwerken en systeembeveiliging Lab 2;Lab;B0.201;di;11-13
van Kasteel Ycel;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
van Kasteel Ycel;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
van Kasteel Ycel;Software engineering Lecture 1;Lecture;C0.110;di;11-13
van Kasteel Ycel;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
van Kasteel Ycel;Software engineering Lab 2;Lab;B0.201;di;9-11
van Kasteel Ycel;Zoeken sturen en bewegen Lab 1;Lab;A1.06;vr;15-17
van Kessel Romany;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
van Kessel Romany;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
Wijers Vigo;Advanced Heuristics Lecture 1;Lecture;C1.112;wo;11-13
Wijers Vigo;Advanced Heuristics Lab 2;Lab;A1.08;wo;9-11
van Leussen Seval;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
van Leussen Seval;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
van Leussen Seval;Reflectie op de digitale cultuur Tutorial 2;Tutorial;C0.110;vr;11-13
van Lingen Ruveyda;Advanced Heuristics Lecture 1;Lecture;C1.112;wo;11-13
van Lingen Ruveyda;Advanced Heuristics Lab 1;Lab;B0.201;ma;13-15
van Lingen Ruveyda;Architectuur en computerorganisatie Lecture 1;Lecture;B0.201;di;13-15
van Lingen Ruveyda;Architectuur en computerorganisatie Lecture 2;Lecture;A1.04;ma;11-13
van Lingen Ruveyda;Netwerken en systeembeveiliging Lab 4;Lab;A1.08;do;11-13
van Lingen Ruveyda;Project Numerical Recipes Lab 1;Lab;C1.112;do;9-11
van Lingen Touraya;Data Mining Lecture 1;Lecture;B0.201;do;15-17
van Lingen Touraya;Data Mining Lecture 2;Lecture;A1.04;do;13-15
van Lingen Touraya;Data Mining Tutorial 2;Tutorial;C1.112;do;11-13
van Lingen Touraya;Data Mining Lab 3;Lab;A1.04;ma;15-17
van Loon Harwin;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
van Loon Harwin;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
van Loon Harwin;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
van Loon Harwin;Collectieve Intelligentie Tutorial 4;Tutorial;A1.06;vr;11-13
van Loon Harwin;Collectieve Intelligentie Lab 4;Lab;C0.110;do;15-17
van Loon Harwin;Compilerbouw practicum Lab 3;Lab;C0.110;vr;9-11
van Loon Harwin;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
van Loon Harwin;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
van Loon Harwin;Technology for games Lecture 1;Lecture;B0.201;wo;11-13
van Loon Harwin;Technology for games Lecture 2;Lecture;B0.201;ma;11-13
van Loon Harwin;Technology for games Tutorial 1;Tutorial;A1.06;wo;9-11
van Loveren Lammigje;Autonomous Agents 2 Lecture 1;Lecture;C1.112;di;13-15
van Loveren Lammigje;Autonomous Agents 2 Lecture 2;Lecture;A1.04;di;15-17
van Loveren Lammigje;Autonomous Agents 2 Tutorial 2;Tutorial;A1.08;do;13-15
van Loveren Lammigje;Autonomous Agents 2 Lab 3;Lab;A1.08;wo;13-15
van Loveren Lammigje;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
van Loveren Lammigje;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
van Loveren Lammigje;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
van Loveren Lammigje;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
van Loveren Lammigje;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
van Loveren Lammigje;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
van Loveren Lammigje;Machine Learning Lecture 1;Lecture;A1.06;di;9-11
van Loveren Lammigje;Machine Learning Lecture 2;Lecture;C1.112;di;11-13
van Loveren Lammigje;Programmeren in Java 2 Lab 5;Lab;A1.08;di;15-17
van Luttikhuizen Fae;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
van Luttikhuizen Fae;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
van Luttikhuizen Fae;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
van Maarseveen Micha;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
van Maarseveen Micha;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
van Maarseveen Micha;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
van Maarseveen Micha;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
van Maarseveen Micha;Moderne Databases Tutorial 2;Tutorial;A1.08;vr;15-17
van Maarseveen Micha;Moderne Databases Lab 3;Lab;C0.110;ma;11-13
van Maarseveen Micha;Project Genetic Algorithms Lab 1;Lab;C0.110;ma;9-11
van Marle Meta;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
van Marle Meta;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
van Marle Meta;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
van Marle Meta;Compilerbouw Tutorial 2;Tutorial;A1.04;vr;15-17
van Marle Meta;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
van Marle Meta;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
van Marle Meta;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
van Marle Meta;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
van Marle Meta;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
van Marle Meta;Netwerken en systeembeveiliging Lab 2;Lab;B0.201;di;11-13
van Maurik Lon;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
van Maurik Lon;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
van Maurik Lon;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
van Maurik Lon;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
van Maurik Lon;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
van Maurik Lon;Compilerbouw Lab 2;Lab;C0.110;di;13-15
van Maurik Lon;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
van Maurik Lon;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
van Maurik Lon;Project Numerical Recipes Lab 1;Lab;C1.112;do;9-11
van Mierlo Abram;Architectuur en computerorganisatie Lecture 1;Lecture;B0.201;di;13-15
van Mierlo Abram;Architectuur en computerorganisatie Lecture 2;Lecture;A1.04;ma;11-13
van Mierlo Abram;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
van Mierlo Abram;Moderne Databases Tutorial 1;Tutorial;C1.112;vr;11-13
van Mierlo Abram;Moderne Databases Lab 1;Lab;A1.04;wo;11-13
van Mierlo Abram;Software engineering Lecture 1;Lecture;C0.110;di;11-13
van Mierlo Abram;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
van Mierlo Abram;Software engineering Lab 2;Lab;B0.201;di;9-11
van Mierlo Abram;Webprogrammeren en databases Lecture 1;Lecture;B0.201;do;9-11
van Mierlo Abram;Webprogrammeren en databases Lecture 2;Lecture;B0.201;wo;13-15
van Mierlo Abram;Webprogrammeren en databases Tutorial 1;Tutorial;C1.112;di;15-17
van Mierlo Abram;Webprogrammeren en databases Lab 1;Lab;A1.04;ma;9-11
van Montfort Ans;Data Mining Lecture 1;Lecture;B0.201;do;15-17
van Montfort Ans;Data Mining Lecture 2;Lecture;A1.04;do;13-15
van Montfort Ans;Data Mining Tutorial 2;Tutorial;C1.112;do;11-13
van Montfort Ans;Data Mining Lab 3;Lab;A1.04;ma;15-17
van Montfort Ans;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
van Montfort Ans;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
van Montfort Ans;Reflectie op de digitale cultuur Tutorial 2;Tutorial;C0.110;vr;11-13
van Montfort Ans;Zoeken sturen en bewegen Lab 2;Lab;A1.04;ma;13-15
van Mourik Yuri;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
van Mourik Yuri;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
van Mourik Yuri;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
van Mourik Yuri;Bioinformatica Tutorial 3;Tutorial;C1.112;ma;13-15
van Mourik Yuri;Bioinformatica Lab 2;Lab;A1.08;ma;11-13
van Mourik Yuri;Software engineering Lecture 1;Lecture;C0.110;di;11-13
van Mourik Yuri;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
van Mourik Yuri;Software engineering Lab 2;Lab;B0.201;di;9-11
van Mourik Yuri;Webprogrammeren en databases Lecture 1;Lecture;B0.201;do;9-11
van Mourik Yuri;Webprogrammeren en databases Lecture 2;Lecture;B0.201;wo;13-15
van Mourik Yuri;Webprogrammeren en databases Tutorial 2;Tutorial;B0.201;wo;15-17
van Mourik Yuri;Webprogrammeren en databases Lab 2;Lab;A1.04;do;11-13
van Munster Yang;Project Numerical Recipes Lab 2;Lab;A1.08;ma;13-15
van Oss Miguel;Netwerken en systeembeveiliging Lab 4;Lab;A1.08;do;11-13
van Osta Nanet;Interactie-ontwerp Lecture 1;Lecture;A1.04;di;11-13
van Osta Nanet;Interactie-ontwerp Lecture 2;Lecture;A1.04;di;9-11
van Osta Nanet;Programmeren in Java 2 Lab 4;Lab;A1.08;di;13-15
van Osta Nanet;Project Numerical Recipes Lab 3;Lab;A1.04;wo;15-17
van Plateringen Sien;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
van Plateringen Sien;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
van Plateringen Sien;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
van Plateringen Sien;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
van Plateringen Sien;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
van Plateringen Sien;Moderne Databases Tutorial 1;Tutorial;C1.112;vr;11-13
van Plateringen Sien;Moderne Databases Lab 2;Lab;A1.08;di;9-11
van Poorten Fedoua;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
van Poorten Fedoua;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
van Poorten Fedoua;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
van Poorten Fedoua;Bioinformatica Tutorial 3;Tutorial;C1.112;ma;13-15
van Poorten Fedoua;Bioinformatica Lab 3;Lab;A1.06;ma;11-13
van Poorten Fedoua;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
van Poorten Fedoua;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
van Putten Jetty;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
van Putten Jetty;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
van Putten Jetty;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
van Putten Jetty;Bioinformatica Tutorial 3;Tutorial;C1.112;ma;13-15
van Putten Jetty;Bioinformatica Lab 3;Lab;A1.06;ma;11-13
van Putten Jetty;Data Mining Lecture 1;Lecture;B0.201;do;15-17
van Putten Jetty;Data Mining Lecture 2;Lecture;A1.04;do;13-15
van Putten Jetty;Data Mining Tutorial 2;Tutorial;C1.112;do;11-13
van Putten Jetty;Data Mining Lab 1;Lab;A1.06;di;13-15
van Putten Jetty;Informatie- en organisatieontwerp Lecture 1;Lecture;A1.06;wo;13-15
van Putten Jetty;Informatie- en organisatieontwerp Lecture 2;Lecture;A1.06;do;11-13
van Putten Jetty;Informatie- en organisatieontwerp Tutorial 1;Tutorial;A1.08;vr;9-11
van Putten Jetty;Informatie- en organisatieontwerp Lab 1;Lab;A1.04;do;9-11
van Ravesteijn Jersey;Interactie-ontwerp Lecture 1;Lecture;A1.04;di;11-13
van Ravesteijn Jersey;Interactie-ontwerp Lecture 2;Lecture;A1.04;di;9-11
van Riel Jodi;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
van Riel Jodi;Algoritmen en complexiteit Tutorial 1;Tutorial;B0.201;wo;9-11
van Riel Jodi;Algoritmen en complexiteit Lab 2;Lab;A1.10;do;11-13
van Riel Jodi;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
van Riel Jodi;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
van Riel Jodi;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
van Riel Jodi;Databases 2 Tutorial 1;Tutorial;C1.112;vr;15-17
van Riel Jodi;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
van Riel Jodi;Moderne Databases Tutorial 3;Tutorial;B0.201;do;13-15
van Riel Jodi;Moderne Databases Lab 3;Lab;C0.110;ma;11-13
van Rietschoten Cleo;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
van Rietschoten Cleo;Heuristieken 1 Tutorial 1;Tutorial;B0.201;vr;13-15
van Rietschoten Cleo;Programmeren in Java 2 Lab 2;Lab;A1.08;wo;11-13
van Roemburg Caressa;Programmeren in Java 2 Lab 1;Lab;B0.201;di;15-17
van Rosmalen El;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
van Rosmalen El;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
van Rossem Georgia;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
van Rossem Georgia;Heuristieken 1 Tutorial 1;Tutorial;B0.201;vr;13-15
van Rossem Georgia;Heuristieken 2 Lecture 1;Lecture;C1.112;ma;11-13
van Rossem Georgia;Heuristieken 2 Tutorial 1;Tutorial;B0.201;do;11-13
van Ruitenbeek Dragana;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
van Ruitenbeek Dragana;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
van Ruitenbeek Dragana;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
van Ruitenbeek Dragana;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
Horstink Tea;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Horstink Tea;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
